도널드,트럼프,미국,대통령,자료,사진,뉴스,서울,뉴스,박승희,기자,도널드,트럼프,미국,대통령,일,취임,후,국정,연설,호평,것,관련,트위터,감사,트럼프,대통령,이날,트위터,국정,연설,칭찬,비평,감사,상,만,명,국정,연설,시청,트럼프,대통령,자신,선호,뉴스,채널,폭스,뉴스,언급,만,명,폭스,뉴스,국정,연설,시청,최초,네트워크,것,닐슨,시청,트럼프,대통령,전임자,중,명,그,시청자,동원,것,통신,지적,만,명,시청자,년,빌,클린턴,대통령,연설,년,조지,부시,대통령,년,버락,오바마,대통령,연설,만,명,명,시청,것,최진모,디자이너,한편,트럼프,대통령,날,트위터,다카,불법체류,청년,추방,유예,프로그램,보완,입법,기한,월,일,것,관련,민주당,의원,아무것,저항,불평,방해,비판,민주당,하원,원내대표,이름,언급,낸시,펠로시,민주당,의원,다카,해결책,압박,당장,촉구,저작,뉴스,코리아,무단,전재,배포,금지
서울,뉴시스,이양희,유엔,미얀마,인권,특사,일,서울,기자,회견,미얀마,군부,족,탄압,현지,조사,결과,말,특사,무슬림,미얀마,정부군,폭력,작전,제노사이드,특성,지적
베이징,뉴시스,중국,방문,중,테,리사,메이,영국,총리,일,베이징,오,위,타이,영빈관,시진핑,중국,국가,주석,사진,회담
내달,일,실시,이탈리아,총선,메이커,급부상,최근,적극,대중,앞,실비오,베를루스코니,전,총리,일,현지,시간,공영,방송,계획,인터뷰,취소,데,일,쇼,출연,철회,건강,상설,일간,블,리카,이,관련,베를루스코니,총리,근래,외부,일정,데,고혈압,등,주치의,병원,전면,건강,검진,권유,상황,보도,베를루스코니,총리,제기,건강,상설,부인,그,일,밤,자신,소유,방송사,메디아,세트,시,사,프로그램,전화,연결,경쟁자,실망,미안,나,말,그,자신,대표,정당,전진,탈리아,총선,후보,명부,확정,작업,때문,주,스트레스,휴식,뿐,선거,유세,시작,것,강조,차례,총리,역임,베를루스코니,총리,성,추문,의혹,이탈리아,국가,부도,위기,재정,위기,속,년,총리,직,이후,년,탈세,혐의,유죄,선고,여파,상원,원직,박탈,정치,인생,듯,작년,월,지방,선거,우파,연합,압승,것,계기,부활,그,년,유죄,선고,여파,년,공직,진출,금지,이번,총선,총리,후보,수,극우,정당,동맹,이탈리아,형제,결성,우파,연합,구심점,노릇,주가,사진,출처,연합뉴스,박진현,기자
도쿄,신화,뉴시스,미,국무부,조지프,윤,대,북한,정책,특별,대표,일,동북아,평화,도쿄,세미나,참석,기자,말
홍콩,연합뉴스,동물보호,활동가,지난달,일,현지,시간,홍콩,입법회,의회,앞,코끼리,보호,상아,거래,금지,촉구,시위,영국,방송,등,홍콩,의회,년,단계,상아,거래,금지,법안,최근,통과,이날,보도,홍콩,년,이상,세계,최대,상아,거래,시장,악명
레오,파드,전차,앞,독일,시위대,연합뉴스,자료,사진,이스탄불,연합,뉴스,채림,특파원,터키,독일,탱크,주민,차별,공격,독일,이,시리아,쿠르드,자치,기구,인사,호소,시리아,북서부,쿠르드,지역,프린,행정,관리,술레이만,자파르,일,현지,시간,독일,통신,터키,군,독일,탱크,이용,프린,민간,지역,차별,폭격,마을,전체,파괴,자파르,터키,군,주민,데,독일,탱크,독일,정부,터키,가능,최대한,압력,행사,것,요청,말,터키,지난달,일,쿠르드,민병대,인민,수비대,군사,작전,작전,명,올리브,전개,자주포,기술,터키,자체,생산,곡사포,작전,투입,아나돌루,통신,영상,캡처,터키,군,작전,현장,사진,독일,레오,파드,전차,곳곳,등장,독일,자국,탱크,시리아,쿠르드,공격,주력,동원,것,비판,여론,지난달,일,독일,정부,터키,정부,레오,파드,전차,성능,개량,요청,수락,결정,보류,독일,언론,독일,정부,비판,여론,부담,결정,보류,배경,분석,한편,한국,헐값,수출,논란,제기,선,자주포,기술,도입,터키,자체,생산,르,트,곡사포,작전,다수,투입,최근,터키,관영,아나돌루,통신,작전,운용,무기,다수,국내,생산,강조,번,르,트,곡사포,시리아,쿠르드,지역,진격,터키,군,전차,연합뉴스
앵커,일,빅터,차,주한,미국,대사,내정자,블러디,노즈,대북,선제공격,반대,것,낙마,배경,현지,분석,바,관련,리포트,미,한국,동의,빅터,차,이례,내정,철회,기사,이후,헤이글,미,국방,장관,버트,갈루,국무부,북,핵,대사,등,빅터,차,교수,입장,동조,미국,의회,대북,선제공격,비판,여론,정효식,워싱턴,특파원,기자,척,헤이글,미,국방,장관,디펜스,뉴스,인터뷰,한반도,전쟁,한국,내,미국인,수만,명,것,말,척,헤이글,미국,전,국방,장관,디펜스,뉴스,인터뷰,김정은,북한,보복,것,생각,건,도박,도박,빅터,차,교수,칼럼,대북,선제공격,전략,미국인,위험,수반,지적,것,내용,한국인,수백만,명,희생,것,일본,재앙,것,말,로버트,갈루,국무부,북,핵,대사,대북,선제공격,비판,견해,그,빅터,차,교수,칼럼,동의,그,북한,이해,말,하와이,출신,마지,히로노,미,상원,의원,백악관,차,교수,낙마,것,한반도,긴장,완화,외교,노력,것,미,국무부,대북,선제,타격,평창,올림픽,부정,영향,것,빅터,차,교수,낙마,미국,내,블러디,노즈,대북,선제공격,반대,여론,확산,계기,영상,디자인,이창환
서울,뉴시스,김재영,기자,동아프리카,케냐,최고,법원,낙선,야당,지도자,독자,대통령,취임식,중계,이유,정부,개,주요,채널,전파,차단,휴업,조치,일,중단,나이로비,뉴시스,케냐,야당,지도자,라일라,오딩가,일,수도,도심,공원,모의,취임식,거행,뒤,선서,성경,책,지지자,말,채널,이틀,전,야당,정치,라일라,오딩가,수도,나이로비,공원,조직,취임식,중계,개회,직전,정부,전파,송출,차단,우후,케냐타,대통령,정부,오딩가,취임식,행사,반역,행위,비난,공모,세력,중계,시도,방송국,처벌,의사,일부,기자,체포,뉴스룸,숙식,해결,통신,이날,최고,법원,정부,방송국,휴업,조치,관련,소송,청문,절차,끝,날,때,일,동안,중단,정부,방송국,전파,송출,조업,활동,명령,야당,정부,방송,중지,조치,상황,국민,알,권리,침해,비난,지난해,월,대통령,선거,오딩가,후보,독자,취임식,케냐타,정권,저항,행위,해석,수천,명,지지자,참여,조롱,취임식,오딩가,자신,국민,대통령,주장,오딩가,선관위,컴퓨터,해킹,사전,조작,의혹,이유,월,대선,결과,무효,소송,최고,법원,아프리카,역사,처음,달,뒤,이,케냐타,후보,승리,무효,판결,월,선거,명령,오딩가,선관위,선거,체제,개선,이유,번,선거,출마
조셉,윤,사진,미국,국무부,대북,정책,특별,대표,미국,북,핵,위기,해결,방안,검토,중,당장,군사,대응,선택,것,일,현지,시각,일본,방문,중,윤,특별,대표,이날,도쿄,기자,미국,북,핵,위기,평화,해결,선택지,검토,여기,군사,선택지,포함,나,그것,군사,선택,생각,말,로이터,그,외교,미국,선호,선택지,남북,간,대화,환영,이것,대화,앞,길,말,북한,미국,회담,북한,비핵화,단계,것,로이터,윤,특별,대표,발언,대북,압박,강조,트럼프,대통령,연설,이후,하루,만,점,주목,일,도널드,트럼프,미,대통령,취임,뒤,연두,교서,연설,부패,북한,핵미사일,미국,본토,위협,수,실제,위협,발생,최대,규모,압박,캠페인,말,미,국무부,지난달,일,윤,대표,월,일,일,일본,한국,방문,윤,대표,한국,청와대,외교부,대북,정책,담당,인사,접촉,예정
뉴욕,김현석,기자,미국,뉴욕,증권거래소,오후,시,장,마감,타종,행사,기념,만,업적,상장,기업,기회,일,현지,시간,미국,이미지,공유,서비스,업체,셔터,스톡,타종,사진,영상,등,상업,이미지,플랫,폼,회사,이날,억,회,판매,기념,초청,종,존,오린저,최고,경영자,사진,전,기,창업자,그,기자,만나,직업,내,회사,사업,스토리,뉴욕,주립,학년,년,창업,전선,뒤,아홉,번,실패,년,공유,경제,개념,기반,셔터,스톡,오린저,번,창업,사업,광고,등,이미지,필요,것,말,사진,저작,게,중,디지털카메라,확산,점,주목,사진,이,사람,수,것,셔터,스톡,제공,이미지,억,만,장,영상,만,개,사진,사람,만,명,등록,고객,개국,만,명,초,개,이미지,판매,매출,년,억,달러,억,원,사진,게,원,사진,수,셔터,스톡,컴퓨터,비전,등,인공지능,기술,활용,자체,서치,엔진,제공,키워드,픽셀,수,분포,등,데이터,분석,이미지,추천,소비자,뭘,이미지,등,분석,이미지,사진,땐,자동,키워드,그,우리,도입,파괴,기술,때문,전통,사진,회사,우리,언제,파괴자,상황,수,아이디어,혁신,노력,강조,오린저,연봉,달러,돈,주식,그,시가총액,억,만,달러,일,주당,달러,회사,지분,절반,가량,기업,투자,밤,낮,셔터,스톡,집중,말,셔터,스톡,뉴욕,본사,외,암스테르담,베를린,런던,몬트리올,파리,싱가포르,등,지사,그,실리콘밸리,인재,자본,독점,시대,끝,뉴욕,글로벌,인재,세계,사업,확장,뉴욕,김현석,특파원,한경,닷컴,글방,모바일,한경,구독,신청,한국,경제,무단,전재,배포,금지
워싱턴,연합뉴스,미국,하원,정보,위원장,공화,당,데빈,누네스,캘리포니아,의원,지난달,일,현지,시간,하원,공화,회의,의사당,공화,주도,미,하원,지난달,일,미,대선,러시아,스캔들,수사,중,로버트,뮬러,특검,신빙,수,문건,누네스,메모,공개,미,연방수사국,지난달,일,이례,성명,공개,반대,트럼프,대통령,측,정면,충돌,미,언론,보도
뉴스데스크,앵커,러시아,푸틴,대통령,장기,집권,다음,달,대선,번,연임,도전,유일,대항마,야권,인사,출마,자체,좌절,대선,하나,투표,거부,운동,확산,정시,내,기자,리포트,푸틴,러시아,대통령,웃통,얼음물,속,해,러시아,정교회,목욕,축제,참석,이번,이례,모습,공개,남성,영,지도자,이미지,부각,건,다음,달,대통령,선거,때문,번,연임,도전,푸틴,최대,정적,년,반,푸틴,시위,알렉세이,발니,과거,횡령,전력,후보,등록,좌절,선거,전,푸틴,당선,기정사실,상황,나발,니,대선,거부,운동,시작,알렉세이,나발,여러분,월,일,전국,각지,대선,거부,집회,참가,것,촉구,모스크바,등,도시,곳곳,가짜,선거,거부,시위,확산,푸틴,도둑,푸틴,도둑,올해,세,년,동안,대통령,자리,푸틴,경제난,부패,시민,앞,년,년,집권,푸틴,몸서리,라리사,로바,시위,참가자,발니,대선,출마,금지,것,분노,민주주의,수,우리,푸틴,신물,결과,반대,운동,대선,김,우려,푸틴,측,반대,세력,의견,투표,총력전,뉴스,정,시내,정시,내,기자
북한,유류,밀수출,유조선,임차,원,양어업,회사,사,주,천,셴,소유,선박,차이,타임스,갈무리,서울,뉴스,박승희,기자,대만,검찰,유엔,안전,보장,사회,대북,제재,안,위반,북한,유류,판매,혐의,자국,국적,대,남성,체포,일,대만,중앙,통신,가오슝,지방,검찰,지난해,말,북한,불법,원유,판매,혐의,대만,국적,대,남성,장,씨,조사,검찰,장,씨,월,디젤유,톤,뒤,홍콩,수출,출항,공해,북한,선박,유류,판매,혐의,설명,조사,과정,장,씨,홍콩인,배,무엇,사용,혐의,부인,검찰,관련,문서,허위,사실,기입,점,진술,진실,의문,제기,장,씨,기항,통지서,선박,소유주,기입란,자신,이전,선주,이름,대신,기재,목적지,실제,거래,동중,국해,홍콩,표시,검찰,만,대,만,달러,만,원,보석금,장,씨,출국,금지,조치,대만,유엔,회원국,국제,사회,대북,제재,적극,동참,유엔,제재,준수,약속,당국,지난달,일,작년,월,북한산,무연탄,불법,거래,관여,대만,무역상,구속,유엔,안전,보장,사회,작년,월,회원국,북한산,석탄,수입,금지,등,주요,내용,대북,제재,결의,호,채택,저작,뉴스,코리아,무단,전재,배포,금지
아우슈비츠,비르,나우,강제,수용소,연합뉴스,베를린,연합뉴스,이광빈,특파원,폴란드,상원,홀로코스트,나치,유대,대학살,폴란드,연관,부정,내용,법안,통과,일,현지,시간,독일,공영,방송,도이체,벨레,폴란드,상원,전날,차,세계,대전,당시,나치,폴란드,점령,뒤,설치,강제,수용소,등,때,폴란드,표현,용어,사용,수,법안,통과,아우슈비츠,등,강제,수용소,폴란드,수용소,경우,국적,벌금,최대,징역,개월,내용,나치,만행,관련,폴란드,폴란드,국민,상대,공동,책임,물,경우,처벌,조항,법안,집권당,법,정의당,주도,아래,찬성표,표,반대표,표,처리,법안,지난달,일,하원,표결,처리,후,이스라엘,반발,등,국제,논란,아우슈비츠,비르,나우,수용소,해방,주년,기념행사,연합뉴스,베냐민,네타냐후,이스라엘,총리,이스라엘,진실,왜곡,역사,수정,홀로코스트,부정,용납,것,비판,이스라엘,외무부,자국,주재,폴란드,대사,직무,대행,항의,이스라엘,측,법안,시행,경우,홀로코스트,생존자,폴란드인,전쟁,범죄,연루,관련,증언,경우,기소,수,점,지적,이스라엘,의회,폴란드,하원,법안,통과,나치,부역자,연관,축소,부인,것,자체,범죄,간주,방안,논의,맞불,폴란드,상원,법안,처리,최종,법안,승인,안제이,두다,폴란드,대통령,결정,시선,두다,대통령,최근,이스라엘,반발,가운데,해당,법안,신중,분석,입장,그,우리,수,우리,역사,진실,방어,권리,강조,법안,승인,것,전망,네타냐후,총리,마테우스,모라,비,키,폴란드,총리,최근,문제,양국,대화,합의,만큼,양국,간,논의,방향,최종,서명,여부,것,차,세계,대전,당시,점령지,폴란드,설치,아우슈비츠,트레블,카,등,강제,수용소,폴란드,유대,만,명,유대,폴란드인,만,명,집단,학살
프랑스,대표,공영,방송,중,하나,라디오,프랑스,사장,전격,해임,르,몽,등,등,현지,언론,일,현지,시간,프랑스,고등,방송,위원회,지난달,일,전체,회의,공영,방송인,라디오,프랑스,마티우,사장,해,임안,승인,보도,국가,라디오,프랑스,사장,관계,신뢰,바탕,정부,발표,공영,방송,개혁,맥락,가예,사장,라디오,프랑스,상황,판단,공영,방송,사장,해임,극약,처방,것,가예,사장,프랑스,대표,이사,취임,전,년,국립,음향,영상,연구소,대표,재직,시절,공공,계약,법률,곳,컨설팅,기업,만,유로,억,원,상당,계약,혐의,기소,지난달,법원,유죄,인정,징역,년,집행유예,만,유로,벌금형,선고,때문,방송,주무,부처,문화부,판결,법,공영,방송,대표,임면,결정,것,고등,방송,위원회,정부,개입,비판,소지,거리,하루,법률,준수,의무,공영,방송,대표,도덕,강조,가예,사장,사퇴,압박,프랑스,문화부,고등,방송,위원회,에마뉘엘,마크롱,대통령,준비,중,공영,방송,개혁,가예,장애물,것,해임,극약,처방,것,프랑스,재정,적자,감축,기조,긴축,재정,정책,하나,올해,공영,방송,예산,올해,천,만,유로,억,원,상당,삭감,데,공영,방송,재정,생산,대대,개혁,카드,마크롱,대통령,작년,월,하원,의원,접견,자리,프랑스,텔레비,지옹,라디오,프랑스,등,대표,공영,방송사,실적,악화,예산,낭비,콘텐츠,저하,외주,제작사,정상,거래,관행,등,문제점,이례,강,비판,한편,이번,해임,가예,전,사장,마크롱,대선,후보,시절,둘,동성,연인,관계,루머,적,인물,사진,출처,연합뉴스,박진현,기자
취임,이후,국정,연설,도널드,트럼프,미국,대통령,러시아,스캔들,대응,등,공격,국정,운영,것,연말,회의,세안,통과,등,계기,지,지도,상승,트럼프,대통령,강경,기조,계속,가능,워싱턴,포스트,등,일,현지,시간,트럼프,대통령,로버트,뮬러,특별,검사,러시아,스캔들,수사,반격,행보,보도,일,힐러리,클린턴,전,국무,장관,연계,의혹,제기,앤드루,매케이,브,연방수사국,부,국장,사임,데,이번,문건,일부,공개,결심,것,트럼프,대통령,일,공화,소속,제프,던컨,하원,의원,공개,메모,공개,요구,걱정,답,트럼프,대통령,문건,공개,방침,공개,이후,파장,등,검토,게,언론,추정,하원,정보,위원회,일,민주당,반대,매,분량,문건,공개,의결,백악관,하원,의결,일,이내,수용,여부,결정,문건,러시아,스캔들,수사,신빙,타격,백악관,공화,당,의도,부합,내용,것,대선,당시,민주당,전국,위원회,클린턴,장관,측,비용,지불,영국,정보,기관원,크리스토퍼,스틸,내용,포함,스틸,트럼프,캠프,인사,러시아,고위,인사,접촉,관련,정보,문건,문건,제공,내용,이용해,트럼프,캠프,외교,고문,카터,페이지,감시,영장,신청,게,공화,당,주장,감세,큐,양말,선물,도널드,트럼프,미국,대통령,왼쪽,일,현지,시간,워싱턴,백악관,법인세,감면,골자,세제,개편,덕,보너스,등,경제,이득,락,보험,회사,노동자,양말,켤레,선물,워싱턴,연합뉴스,다수당,공화,당,트럼프,캠프,유리,내용,쪽,문건,공개,민주당,이,내용,장,문건,공개,주장,공화,당,반,제안,부결,트럼프,대통령,공화,당,주장,수용,행보,강력,반발,성명,초기,검토,과정,표명,것,메모,내용,정확,근본,영향,사실,누락,문건,공개,반대,성명,크리스토퍼,레이,국장,의중,반영,분석,백악관,방침,공개,거부,의사,피력,것,이례,뉴욕,타임스,평가,한편,트럼프,대통령,국정,지지,대,회복,것,일,마우스,대의,발표,트럼프,대통령,지지,개월,전,포인트,트럼프,대통령,지지,지난해,하반기,대부분,여론,조사,대,기록,지지,상승,지난해,의회,통과,감,세안,영향,마우스,대,측,설명,워싱턴,박종현,특파원
