지디,넷,코리아,백봉,삼,기자,북한,교란,신호,현재,소멸,재출현,반복,정부,상황,안정,때,주,단계,유지,만약,교란,신호,세기,교란,범위,전국,확산,경우,경계,단계,격상,외교,채널,항,서한,북한,발송,계획,미래,창조,과학부,일,내용,북한,전파,교란,현황,대응,방안,발표,미래,부,달,일,오후,시,분,교란,신호,최초,탐지,교란,발생,주파수,상용,군,대역,교란,발생,지역,인천,서해,도서,강원도,철원,일대다,교란,원은,평강,금상산,인근,확인,세기,감지,이,미래,부,오후,시,분,전파,교란,최초,탐지,관계,기관,상황,전파,분,뒤,위기,대응,매뉴얼,단계,발령,오후,시,분,정확,교란,원,탐지,전파,교란,조사,팀,현지,출동,차,교란,새벽,시,분,오전,시,분,지속,차,교란,오전,시,분,오후,시,분,지속,차,교란,오후,시,분,현재,지속,북한,신호,교란,발생,피해,현재,것,파악,차례,전파,교란,동안,항공기,대,교란,신호,유입,주항,법장,관성,항법,운행,피해,선박,경우,항법,장치,운항,직접,피해,것,파악,대,기지국,전파,교란,신호,유입,통화,중단,등,교란,신호,피해,미래,부,교란,신호,출현,소멸,반복,상황,안정,때,주,단계,유지,방침,만약,교란,신호,세기,교란,범위,전국,확산,경우,경계,단계,격상,계획,관계,부처,공조,피해,상황,실시간,파악,피해,상황,발생,경우,신속,복구,지원,예정,외교,채널,미래,부,장관,명의,항의서,전파,교란,중지,재발,방지,촉구,발송,검토,한편,미래,부,한국,전파,교란,발생,시,신속,효과,대응,미래,주관,유관,실무,기관,참여,대응,훈련,회,실시,금년,북한,미사일,도발,등,남북한,긴장,고조,월,일,관심,단계,격상,대응,키,리졸브,훈련,연계,대응,훈련,실시,백봉,삼,기자
게임동아,조광민,기자,월,마지막,주,지난주,출시,신작,순위,진입,모바일게임,순위,변화,펀,컴퍼니,출시,천,명,출시,주,시점,구글,플레이,최고,매출,순위,위,진입,위력,천,명,서울,경기,강원,충청,경상,전라,개,국가,소속,대,대형,국가,전이,특징,게임,전형,중국,외형,삼국지,배경,거리,마련,게이머,마음,천,명,동일,시기,출시,게임,행보,주목,만,천,명,날,일,출시,스마일게이트,메가,포트,전기,주,중,구글,플레이,최고,매출,순위,위,순위,주말,시점,위,기록,출시,후,일,주일,만,진행,업데이트,거,신,활용,탐험,모드,반응,것,일,출시,주말,엠게임,크레이지,드래곤,순항,중,지난주,매출,순위,측면,위,정도,모습,이번,주,위,액션,스킬,운용,컨트롤,승패,좌우,대,영웅전,등,호응,지난주,출시,신작,흐름,가운데,하나,대어,등장,넷마블,년,대형,콘,주인공,콘,파트너,듀얼,액션,특징,모바일,액션,사전,등록,참여,만,명,육박,등,기대,작품,출시,진행,테스트,접속률,등,게이머,반응,폭발,출시,이후,일,만,구글,플레이,최고,매출,순위,위,진입,기염,애플,앱,스토어,위,경쟁,게임,콘,출시,대형,업데이트,이벤트,준비,견제,가운데,성과,콘,듀얼,액션,전면,만큼,캐릭터,육성,파트너,수,준비,듀얼,스킬,일발,역전,쾌감,선사,파트너,캐릭터,교체,자유,캐릭터,동시,육성,재미,만끽,수,것,강점,온라인,게임,것,캐릭터,육성,태미,나,각종,입장권,부족,경우,부캐,느낌,캐릭터,수,것,듀얼,액션,콘,특징,중,하나,침략,전,침략,전,기존,천편일률,모바일,대전,머,몬스터,함정,등,배치,아지트,전략,재미,콘텐츠,몬스터,배치,전략,요소,스테이지,끝,상대,캐릭터,대결,전략,재미,누가,콘텐츠,본연,재미,동시,마련,침략,전,경우,개발,사,일방,콘텐츠,공급,것,게이머,아지트,대결,콘텐츠,콘텐츠,소비,속도,자유,이점도,향후,침략,전,발전,모습,자체,콘,차별,포인트,것,월,마지막,주,순위,표,양대,마켓,전체,순위,모두,마블,위,차지,뒤,구글,플레이,세븐,나이츠,애플,앱,스토어,히트,뒤,천,명,신작,활약,흥행,궤도,로스트,킹덤,등,위,내,활약,레이븐,피파,온라인,등,글,플레이,최고,매출,순위,위,밖,위,내외,불멸,전사,콘,등,활약,백,밸,백중,이데아,등,위,자리,애플,앱,스토어,오파,온라인,위,순위,불멸,전사,위,기록,양쪽,마켓,모두,흐름,월,일,프로,야구,개막,야구,열기,가운데,컴투스,프로,야구,매니저,최신,업데이트,버전,컴투스,프로,야구,매니저,위,야구,시즌,도래,야생,땅,듀,차,미티,드,테스트,이미지,한편,이번,주,기대,대작,소식,넥슨,야심작,야생,땅,듀,이하,듀,고,듀,넥슨,야심,준비,중,개척,오픈,월드,모바일게임,지난해,월,차,테스트,진행,바,월,일,차,미티,드,베타,테스트,돌입,이번,차,테스트,이전,테스트,접수,게,머들,의견,반영,것,최고,레벨,레벨,확장,콘텐츠,다양,건물,마을,재미,이번,테스트,음성,인식,채팅,시뮬레이션,온라인,장점,결합,듀,콘텐츠,공개,것,예상,그간,모두,마블,디즈니,가칭,디즈니,매지컬,다이스,사전,예약,돌입,디즈니,매지컬,다이스,실시간,캐주얼,보드,게임,재미,혼자,수,스테이지,모드,다양,디즈니,코스튬,수집,요소,유리,구두,꿀단지,조개,의자,등,다양,디즈니,랜드마크,건설,등,재미,요소,백설,공주,미니,마우스,등,디즈니,캐릭터,모두,마블,옷,매력,눈길,넷마블,북미,일본,등,빅,마켓,별도,빌드,제작,철저,현지화,게임,글로벌,게임,시장,공략,넷마블,월,진행,회,분기,중,게임,출시,예정,바,글,게임동아,조광민,기자,동아닷컴,동아,운영,교육,콘텐츠,개발,전문,교육,기관,스킬,트리,랩,당신,무한,가치,응원
동아,김영우,기자,인텔,세계,최대,컴퓨터,프로세서,업체,점,인텔,플랫,폼,개발,공급,업체,점,하드웨어,소프트웨어,보안,솔루션,인프라,전반,구성,생태계,연구,제시,것,인텔,주요,사업,중,하나,플랫,폼,자사,적용,정도,성과,발표,일,서울,여의도,빌딩,위치,인텔,교육장,텐,아이,인텔,아시아,태평양,매니저,이,수,텐,아이,인텔,아시아,태평양,인텔,매니저,이날,인텔,발표,내용,키워드,백,룸,밀실,보드룸,회의실,요약,인텔,클라우드,무선,사물,인터넷,솔루션,이용,어디,정보,교환,수,무선,회의실,수,디지털,사이버,보안,강화,시간,비용,절감,수,의미,년,만,명,인텔,직원,중,환경,개선,종사,직원,명,작년,인텔,만,대,서버,도입,만,대,이상,서버,데이터,센터,구동,것,외,직원,수,해당,만,대,노트북,운용,개,이상,무선,회의실,효율,억,달러,비용,절감,수,보안,억,만,맬,공격,차단,소식,올해,세계,무선,회의실,천,개,정도,예정,노트북,연결,필요,비밀,번호,연결,대형,화면,수,인텔,유나,이트,무선,시스템,원격,지원,기기,고장,대처,프로,기술,등,기반,딩,머신,외,일종,사내,지원,자동판매기,딩,머신,도입,키보드,마우스,등,때,자신,카드,인식,보고,조치,수,적용,스마트,빌딩,운영,음성,동작,센서,회의실,이용,자동,확인,해당,회의실,이용,여부,확인,수,이,효율,업무,진행,가능,모바일,컨퍼런스,봇,원격,회의,로봇,소개,이날,소개,모바일,컨퍼런스,봇,당사자,곳,상대방,얼굴,원격,회의,가능,것,외,로봇,조작,회의장,내,이동,등,상호,작용,가능,강조,로봇,시험,단계,인텔,내,본격,이용,제품,개발,제조,역량,관련,내용,발표,클라우드,이용,가상,연구,실인,아이,랩,이용,제품,테스트,가능,이,주,정도,제품,검증,기간,단축,수,제품,생산,무선,모니터링,검증,시스템,도입,제품,오류,발견,시간,분,분,단축,결과,만,달러,비용,수,인텔,강조,이외,인텔,대부분,냉각,외부,공기,전력,발열,슈퍼컴퓨터,도입,만,전력,절감,소식,보안,면,보호,탐지,수정,균형,중요,플랫,폼,강화,직원,보안,의식,것,핵심,강조,이날,인텔,사내,강화,제품,품질,향상,업무,효율,향상,실현,점,강조,검증,비즈니스,솔루션,고객,협,력사,확대,기대,글,동아,김영우,동아닷컴,동아,운영,교육,콘텐츠,개발,전문,교육,기관,스킬,트리,랩,당신,무한,가치,응원
실버아이,세,이상,타깃,예능,프로그램,노인,전문,채널,실버아이,대표,이재원,중장,년,세대,예능,프로그램,박세민,성인,토크,쇼,금,신규,편성,일,방송,대,이상,성,생활,관련,고민,유쾌,애,유행어,개그맨,박세민,슈퍼,모델,출신,김정연,트롯,가수,등,연령,세,이상,연예인,패널,명,출연,부부,관계,불륜,외도,갱년기,트러블,등,중,장년층,남녀,생활,유상우,신경,정신,전문의,노미경,성,교육,전문가,고민,해결,실버아이,금,방송,개념,예능,분야,도전,실버아이,중소,자체,제작,프로그램,계획,이재원,실버아이,대표,노년,세대,인생,중년,세대,세대,수,방송,시장,영역,개척,것,자체,제작,해외,진출,한류,콘텐츠,실버,콘텐츠,한축,것,말,박세민,성인,토크,쇼,금,일,토,밤,시,실버아이,편,연속,방송,전지,연기자
년,이후,정부,대응,체계,구축,대응,메뉴,마련,북한,월,일,오후,시,분,터,일,오후,현재,수차례,위성,항법,장치,전파,교란,시도,우리,통신,장비,등,피해,것,확인,일,미래,창조,과학부,이번,전파,교란,동안,항공기,대,대형,선박,대,통신,기지국,대,전파,교란,신호,유입,항공기,선박,경우,대체,항법,장치,운행,피해,미래,부,통신,서비스,원활,기지국,차폐,장치,장착,교란,신호,차단,세대,동기식,기지국,경우,자체,시간,설정,기능,도입,통화,중단,등,교란,피해,최양희,미래,창조,과학부,장관,왼쪽,번,일,서울,송파구,중앙,전파,관리,소,전파,관리,종합,상황실,방문,관계자,전파,교란,등,전파,감시,대응,현황,설명,의견,외,자동차,내비게이션,등,신호,활용,서비스,문제,것,북한,전파,산,지형지물,세기,소멸,때문,미래,부,관계자,전파,교란,공격,지상목,표,공격,것,산,지형지물,때문,사실,통신,기지국,경우,곳,설치,경우,교란,가능,차폐,시설,등,문제,언급,북한,교란,시도,처음,년,년,차례,전파,교란,당시,일부,지역,통화,상황,발생,이후,통신사,차폐,시설,덕분,이번,전파,교란,문제,것,정부,년,이후,정부,대응,체계,구축,대응,메뉴,얼,마련,등,체계,대응,전파,교란,발생,시,신속,효과,대응,미래,주관,유관,실무,기관,참여,대응,훈련,회,진행,올해,북한,미사일,도발,등,남북,장,고조,월,일,관심,단계,격상,대응,월,일,일,키,리졸브,훈련,연계,대응,훈련,실시,미래,부,지속,관계,기관,협력,북한,전파,교란,대응,방침,국제,전기,통신,연합,전파,교란,중지,재발,방지,촉구,내용,미래,부,장관,명의,항의서,발송,검토,최양희,미래,부,장관,이날,전파,교란,대응,현장,중앙,전파,관리,소,방문,전파,교란,대응,시설,대응,현황,점검,최양희,장관,전파,혼신,위기,대응,단계,주의,상향,만큼,비상,경각심,대응,태세,강화,것,지속,모니터링,교란,신호,유입,국민,불편,초래,관계,기관,협력,대응,계획,말,한편,정부,이번,북한,전파,교란,소통,창구,국방부,일원,국방부,피해,상황,대응,방식,등,전달,예정,기자,저작권자,무단,전재,배포,금지
지디,넷,코리아,백봉,삼,기자,과장,급,개인,정보,보호,윤리,과장,최윤정,백봉,삼,기자
네이버,한국,프랑스,간,문화,교류,가교,역할,네이버,일,프랑스,파리,그,팔레,개최,아트,파리,아트,페어,참가,한국,문화,소개,것,시작,양국,문화,교류,콘텐츠,활성,적극,것,김상헌,네이버,대표,사진,지난달,일,현지,시간,아트,파리,아트,페어,디너,네이버,문화,콘텐츠,가치,존중,인터넷,기업,건강,한글,인터넷,생태,조성,이용자,참여,한글,콘텐츠,구축,온라인,뉴스,사전,음악,웹툰,등,다양,문화,콘텐츠,제공,강조,한글,한국,문화,보존,확산,나눔글꼴,배포,국립,글,박물관,등,지원,설명,한데,이용자,디지털,문화,유산,후대,전달,수,최고,기술력,동원,설립,자체,데이터,센터,소개,김,대표,이번,기회,네이버,한국,매력,프랑스,소개,양국,문화,교류,기여,중요,플랫,폼,역할,수,노력,것,말,김학재,기자,저작권자,무단,전재,배포,금지
뉴스,안희권,기자,사물,인터넷,확산,자율,주행,차,전자동,무인,첨단,시스템,보편,가운데,청소년,자율,주행,차,기존,전통차,선호,것,조사,시장,조시,업체,이마,터,년,월,미국,청소년,학년,천,명,대상,조사,결과,학년,절반,이상,전통차,응답,비율,학년,학년,중,기존,자동차,선호,답변,데,자율,주행,차,응답,비율,학년,응답자,분,이,기존,차,선호,자율,주행,차,응답자,자율,주행,차,디지털,세대,청소년,주목,반면,운전,면허증,중년층,자율,주행,차,관심,시장,조사,업체,세,연령층,응답자,자율,차,흥미,세,세,연령층,응답자,자율,주행,차,관심,세,이상,응답자,관심,세,자율,주행,차,선호도,세,이상,안희권,기자
한겨레,디자이너,연제,씨,졸업,작품,트라이톤,물,산소,내,산소,탱크,숨,트라이톤,제공,영화,관심,시리즈,배경,음악,도입부,총열,시퀀스,시리즈,년,선명,볼거리,작품,등장,첨단,신무,기다,년,개봉,영화,선,작전,독특,첩보,장비,등장,만년필,크기,소형,산소통,주인공,숀,코네리,산소통,대신,이걸,입,물속,자유,스쿠버,다이빙,장비,군대,극소수,동호인,중심,이용,시절,작가,상상력,그,년,뒤,현실,물,속,산소통,숨,소형,장비,등장,트라이톤,트라이톤,스쿠버,마스크,그리스,신화,바다,신,이름,마스크,생김새,부메랑,길,폭,크기,물건,잠수,장비,필요,장비,사용법,안전,교육,이유,이용자,트라이톤,입,평소,숨,막대,하나,입,사람,물고기,물속,자유,숨,수,뜻,꿈,얘기,트라이톤,삼성,아트,앤,디자인,스티,튜,트,출신,디자이너,연제,씨,졸업,작품,년,콘셉트,제품,처음,공개,당시,기술,현실,해양,전문,매체,전문가,사이,갑론을박,무렵,콘셉트,관심,분과,인연,년,본격,제품,개발,이번,시제품,공개,공식,법인,설립,준비,중,연,씨,제품,디자인,메커니즘,설계,쪽,트라이톤,고갱이,물,산소,기술,양쪽,검정,막대,모양,장치,이,담당,제작사,트라이톤,길스,이,인공,아가미,인공,아가미,미세,다공성,중공사,설계,실,구멍,물,분자,배출,산소,본체,내장,마이크,컴프레서,유입,산소,탱크,저장,마이크,컴프레서,방수,처리,내장,리튬,이온,배터리,동작,트라이톤,번,충전,분,정도,물,속,사용,수,완충,시간,시간,정도,한계,최대,피트,내,깊이,사용,설계,만약,깊이,잠수,트라이톤,불빛,진동,이용자,경고,리튬,이온,배터리,전원,진동,트라이톤,물,산소,저장,기술,지금,의심,회의,시선,이,연제,씨,시제품,착용,물속,동영상,공개,동영상,공개,뒤,물,산소,수,여부,동의,분위기,기술,문의,최종,테스트,발표,시점,구체,기술,소개,자리,마련,생각,트라이톤,크라,우드,펀딩,서비스,고고,사전,주문,목표,금액,만,달러,종료,지금,목표치,배,만,달러,올해,월,께,사전,주문자,인공,아가미,배달,전망,이희욱,블,로터,기자,카카오톡,한겨레,선물,모바일,가능,한겨레,한국,온라인,신문협회,디지털,뉴스,이용,규칙,저작,행사
코원시스템,정기,주주,총회,개최,사명,변경,이사,선임,안,일,의결,이번,주주,총회,사명,변경,이사,감사,선임,정관,변경,등,합의,향후,코원시스템,신스,타임즈,사명,변경,베이징,신스,타임즈,네트워크,왕,대표,대주주,대표,이사,추대,신스,타임즈,년,중국,북경,설립,게임,사이다,중국,최대,게임,회사,텐센트,지분,협,력사,설립,이후,웹,게임,게임,기반,성장,웹,게임,가입자,수,억,명,이용자,만,명,보유,모바일게임,가입자,수,억,명,만,명,최근,모바일,전략,시뮬레이션,탱크,제국,남자,시대,국내,마켓,인기,순위,위,이번,사명,변경,대표,이사,선임,향후,본격,국내,행보,것,귀추,주목,한편,주주,총회,이외,정관,변경,진행,기존,발행,주식,수,천,만,주,천,변경,이,기술,도입,재무,구조,개선,등,경영,목적,신주,인수,규모,기존,발행,주식,수,확대,채성욱,기자
월,일,한국,콘텐츠,흥원,발표,국내,게임,업체,중국,자본,조,억,산업,통상,자원,부,자료,년,당시,중국,자본,투자,중,경영,참여,목적,년,기준,움직임,인수,후,사업,기술력,자본,간,시너지,신규,사업,시장,창출,시도,중국,자본,투자,확대,것,예상,국내,게임,업계,저변,콘텐츠,개발,능력,연관,산업,분야,기술력,용력,기대,중국,성공,게,임사,우회,상장,방식,국내,게임,업계,진출,최근,경우,룽,투,코리아,필두,로코,조이,인터내셔널,코원,등,증시,입성,게임,업종,전환,활력,국내,게임,업계,바람,코스닥,시장,전체,확대,올해,역대,최대,규모,개,외국,기업,코스닥,시장,상장,예정,이,코스닥,시장,전년,말,기준,현재,해외,경쟁,증시,홍콩,상,일,나스닥,대비,성장세,등,측면,상대,평가,때문,측면,코스닥,시장,매력,상장,전후,비용,측면,나스닥,시장,상장,유지,비용,억,원,억,만,원,코스닥,시장,동종,비용,억,원,만,원,차이,게임,주,한정,때,나스닥,시장,상장,게임,주,가치,코스닥,시장,상장,게임,주,가치,것,현실,코스닥,시장,외국,경쟁,증시,안정,성장세,뿐,질,측면,상장,후,유지,비용,반면,상대,밸류,션,평가,앞,해외,자금,코스닥,시장,유입,것,예상,외부,기고,본지,편집,방향,일치,수,편집,편집국
